book_id,title,authors,publication_year,language_code,average_rating,ratings_count,work_ratings_count,global_popularity_score,global_popularity_level,to_read_count,tag_count,local_loan_count,local_active_loan_count,local_late_count,demand_score,recommended_stock,quantity,available_quantity,top_tags_json
4900,Where They Found Her,Kimberly McCreight,2015,eng,3.83,19429,22259,22462.25117895457,faible,84,100,0,0,0,22462.25117895457,2,0,0,"[""to-read"", ""currently-reading"", ""mystery"", ""fiction"", ""thriller"", ""mystery-thriller"", ""suspense"", ""read-in-2015""]"
4901,"Industrial Magic (Women of the Otherworld, #4)",Kelley Armstrong,2004,en-US,4.12,27521,30313,22582.699534385716,faible,26,100,0,0,0,22582.699534385716,2,0,0,"[""to-read"", ""urban-fantasy"", ""paranormal"", ""fantasy"", ""kelley-armstrong"", ""romance"", ""witches"", ""paranormal-romance""]"
4902,"Le Petit Nicolas (Le petit Nicolas, #1)","René Goscinny, Jean-Jacques Sempé",1959,fre,4.13,24796,27363,22412.40831141069,faible,28,100,0,0,0,22412.40831141069,2,0,0,"[""to-read"", ""french"", ""currently-reading"", ""children"", ""favorites"", ""fiction"", ""childrens"", ""childhood""]"
4903,"The Atlantis Plague (The Origin Mystery, #2)",A.G. Riddle,2013,eng,3.88,7905,20875,20155.257825678516,faible,7,100,0,0,0,20155.257825678516,2,0,0,"[""currently-reading"", ""to-read"", ""sci-fi"", ""science-fiction"", ""fiction"", ""kindle"", ""thriller"", ""scifi""]"
4904,We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,"Harold G. Moore, Joseph L. Galloway",1991,eng,4.29,18688,20272,21882.45825998149,faible,30,100,0,0,0,21882.45825998149,2,0,0,"[""to-read"", ""currently-reading"", ""history"", ""non-fiction"", ""military"", ""war"", ""vietnam"", ""military-history""]"
4905,Whiteout,Ken Follett,2004,en-US,3.54,18791,22042,21881.01772997414,faible,30,100,0,0,0,21881.01772997414,2,0,0,"[""to-read"", ""fiction"", ""thriller"", ""currently-reading"", ""ken-follett"", ""default"", ""mystery"", ""suspense""]"
4906,A Distant Mirror:  The Calamitous 14th Century,Barbara W. Tuchman,1978,eng,4.11,21776,22774,22701.00499864634,faible,94,100,0,0,0,22701.00499864634,2,0,0,"[""to-read"", ""history"", ""currently-reading"", ""non-fiction"", ""nonfiction"", ""medieval"", ""favorites"", ""owned""]"
4907,Heat,Mike Lupica,2006,en-US,3.97,16579,16831,21039.920243256278,faible,10,100,0,0,0,21039.920243256278,2,0,0,"[""to-read"", ""currently-reading"", ""sports"", ""realistic-fiction"", ""young-adult"", ""baseball"", ""fiction"", ""ya""]"
4908,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,2005,en-US,3.73,16698,19145,21314.898577171847,faible,15,100,0,0,0,21314.898577171847,2,0,0,"[""to-read"", ""currently-reading"", ""non-fiction"", ""psychology"", ""nonfiction"", ""biography"", ""self-help"", ""favorites""]"
4909,"N is for Noose (Kinsey Millhone, #14)",Sue Grafton,1998,eng,3.97,24658,26565,22036.4117551799,faible,14,100,0,0,0,22036.4117551799,2,0,0,"[""to-read"", ""mystery"", ""sue-grafton"", ""fiction"", ""mysteries"", ""currently-reading"", ""series"", ""crime""]"
4910,Just Like Heaven (Smythe-Smith Quartet #1),Julia Quinn,2011,en-GB,3.93,14300,27469,21717.483771006577,faible,27,100,0,0,0,21717.483771006577,2,0,0,"[""to-read"", ""historical-romance"", ""romance"", ""historical"", ""julia-quinn"", ""historical-fiction"", ""regency"", ""currently-reading""]"
4911,"Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)","Rick Riordan, Tk",2009,,4.57,19555,22766,21812.91831647908,faible,18,100,0,0,0,21812.91831647908,2,0,0,"[""favorites"", ""to-read"", ""percy-jackson"", ""owned"", ""books-i-own"", ""young-adult"", ""to-buy"", ""mythology""]"
4912,"Catch Me (Detective D.D. Warren, #6)",Lisa Gardner,2012,eng,4.17,21486,24035,22220.270706764408,faible,33,100,0,0,0,22220.270706764408,2,0,0,"[""to-read"", ""currently-reading"", ""mystery"", ""lisa-gardner"", ""thriller"", ""fiction"", ""suspense"", ""crime""]"
4913,"The Shop on Blossom Street (Blossom Street, #1)",Debbie Macomber,2003,eng,4.04,22861,24892,21900.576342399498,faible,14,100,0,0,0,21900.576342399498,2,0,0,"[""to-read"", ""debbie-macomber"", ""romance"", ""currently-reading"", ""fiction"", ""chick-lit"", ""knitting"", ""series""]"
4914,"Starless Night (Forgotten Realms: Legacy of the Drow, #2; Legend of Drizzt, #8)",R.A. Salvatore,1992,en-GB,4.12,18305,20277,21443.34311635132,faible,13,100,0,0,0,21443.34311635132,2,0,0,"[""to-read"", ""fantasy"", ""forgotten-realms"", ""currently-reading"", ""fiction"", ""owned"", ""drizzt"", ""r-a-salvatore""]"
4915,"Night Fall (John Corey, #3)",Nelson DeMille,2004,eng,4.07,18761,20870,21525.42442424758,faible,14,100,0,0,0,21525.42442424758,2,0,0,"[""to-read"", ""currently-reading"", ""fiction"", ""thriller"", ""mystery"", ""nelson-demille"", ""favorites"", ""suspense""]"
4916,"Trials of Death (Cirque Du Freak, #5)",Darren Shan,2001,,4.25,22157,24259,21549.132777735093,faible,7,100,0,0,0,21549.132777735093,2,0,0,"[""to-read"", ""fantasy"", ""young-adult"", ""vampires"", ""horror"", ""favorites"", ""currently-reading"", ""darren-shan""]"
4917,"The Bourne Objective (Jason Bourne, #8)","Eric Van Lustbader, Robert Ludlum",2010,eng,4.07,16294,16798,21417.622936548138,faible,23,100,0,0,0,21417.622936548138,2,0,0,"[""to-read"", ""fiction"", ""thriller"", ""default"", ""owned"", ""jason-bourne"", ""robert-ludlum"", ""currently-reading""]"
4918,"The Score (Off-Campus, #3)",Elle Kennedy,2016,eng,4.27,32709,35287,23234.57344078081,faible,49,100,0,0,0,23234.57344078081,2,0,0,"[""new-adult"", ""romance"", ""favorites"", ""currently-reading"", ""sports"", ""contemporary"", ""college"", ""contemporary-romance""]"
4919,"Even Now (Lost Love, #1)",Karen Kingsbury,2005,en-US,4.26,18120,18865,22147.326971902265,faible,63,100,0,0,0,22147.326971902265,2,0,0,"[""to-read"", ""currently-reading"", ""christian-fiction"", ""karen-kingsbury"", ""christian"", ""fiction"", ""romance"", ""favorites""]"
4920,Testimony,Anita Shreve,2008,en-US,3.54,21977,24212,22498.640007997994,faible,62,100,0,0,0,22498.640007997994,2,0,0,"[""to-read"", ""fiction"", ""currently-reading"", ""book-club"", ""favorites"", ""anita-shreve"", ""books-i-own"", ""contemporary""]"
4921,"Magic Rises (Kate Daniels, #6)",Ilona Andrews,2013,eng,4.49,29556,33573,22748.534759636623,faible,24,100,0,0,0,22748.534759636623,2,0,0,"[""urban-fantasy"", ""fantasy"", ""favorites"", ""paranormal"", ""to-read"", ""magic"", ""romance"", ""vampires""]"
4922,"Whispers Under Ground (Peter Grant, #3)",Ben Aaronovitch,2012,eng,4.16,15946,25233,21635.05539646471,faible,19,100,0,0,0,21635.05539646471,2,0,0,"[""to-read"", ""fantasy"", ""urban-fantasy"", ""mystery"", ""currently-reading"", ""crime"", ""fiction"", ""favorites""]"
4923,"Unlucky 13 (Women’s Murder Club, #13)","James Patterson, Maxine Paetro",2014,eng,3.94,16005,24616,21944.256476298277,faible,39,100,0,0,0,21944.256476298277,2,0,0,"[""james-patterson"", ""currently-reading"", ""to-read"", ""mystery"", ""fiction"", ""women-s-murder-club"", ""series"", ""patterson""]"
4924,The Best Laid Plans,Sidney Sheldon,1997,eng,3.66,17173,18368,21204.592740326534,faible,12,100,0,0,0,21204.592740326534,2,0,0,"[""to-read"", ""sidney-sheldon"", ""fiction"", ""currently-reading"", ""thriller"", ""mystery"", ""owned"", ""books-i-own""]"
4925,Nation,Terry Pratchett,2008,en-US,4.05,22466,26588,22658.807255906013,faible,63,100,0,0,0,22658.807255906013,2,0,0,"[""to-read"", ""fantasy"", ""young-adult"", ""fiction"", ""currently-reading"", ""favorites"", ""ya"", ""terry-pratchett""]"
4926,"Secrets of a Summer Night (Wallflowers, #1)",Lisa Kleypas,2004,eng,4.05,33026,36650,23103.912575266062,faible,36,100,0,0,0,23103.912575266062,2,0,0,"[""to-read"", ""historical-romance"", ""romance"", ""historical"", ""currently-reading"", ""favorites"", ""historical-fiction"", ""series""]"
4927,"Red: The Heroic Rescue (The Circle, #2)",Ted Dekker,2004,eng,4.3,19896,20760,21758.520436013336,faible,19,100,0,0,0,21758.520436013336,2,0,0,"[""to-read"", ""fantasy"", ""christian-fiction"", ""currently-reading"", ""fiction"", ""favorites"", ""christian"", ""ted-dekker""]"
4928,"A Trick of the Light (Chief Inspector Armand Gamache, #7)",Louise Penny,2011,eng,4.29,20932,24518,22334.261510907596,faible,42,100,0,0,0,22334.261510907596,2,0,0,"[""mystery"", ""to-read"", ""currently-reading"", ""fiction"", ""mysteries"", ""series"", ""louise-penny"", ""canada""]"
4929,"White Hot Kiss (The Dark Elements, #1)",Jennifer L. Armentrout,2014,eng,4.28,27848,31493,23228.458729393227,faible,86,100,0,0,0,23228.458729393227,2,0,0,"[""to-read"", ""favorites"", ""paranormal"", ""fantasy"", ""currently-reading"", ""romance"", ""demons"", ""ya""]"
4930,Pandora Hearts 1巻,"Jun Mochizuki, 望月淳",2006,jpn,4.2,19222,20167,22161.73914368835,faible,51,100,0,0,0,22161.73914368835,2,0,0,"[""to-read"", ""mangá"", ""favorites"", ""fantasy"", ""currently-reading"", ""graphic-novels"", ""pandora-hearts"", ""manga-to-read""]"
4931,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,1931,en-US,4.25,19586,19752,22142.90430690341,faible,48,100,0,0,0,22142.90430690341,2,0,0,"[""to-read"", ""currently-reading"", ""horror"", ""fiction"", ""fantasy"", ""favorites"", ""short-stories"", ""classics""]"
4932,Lit,Mary Karr,2008,eng,3.88,17964,19543,22199.78827640929,faible,73,100,0,0,0,22199.78827640929,2,0,0,"[""to-read"", ""currently-reading"", ""memoir"", ""non-fiction"", ""memoirs"", ""nonfiction"", ""favorites"", ""biography""]"
4933,"Dragonsdawn (Pern, #9)",Anne McCaffrey,1988,,4.17,25824,28388,21783.878647454138,faible,6,100,0,0,0,21783.878647454138,2,0,0,"[""science-fiction"", ""dragons"", ""fiction"", ""owned"", ""sci-fi-fantasy"", ""favorites"", ""anne-mccaffrey"", ""default""]"
4934,Mockingbird,Kathryn Erskine,2010,eng,4.18,21138,23766,22433.159212460152,faible,54,100,0,0,0,22433.159212460152,2,0,0,"[""to-read"", ""currently-reading"", ""young-adult"", ""realistic-fiction"", ""favorites"", ""fiction"", ""ya"", ""middle-grade""]"
4935,28 حرف,أحمد حلمي,2012,ara,3.1,15708,16368,21112.08843446349,faible,17,100,0,0,0,21112.08843446349,2,0,0,"[""to-read"", ""currently-reading"", ""pdf"", ""favorites"", ""مقالات"", ""arabic"", ""owned"", ""أدب-ساخر""]"
4936,I Kissed Dating Goodbye,Joshua Harris,1996,,3.61,17121,17949,20934.740444335974,faible,7,100,0,0,0,20934.740444335974,2,0,0,"[""to-read"", ""currently-reading"", ""christianity"", ""non-fiction"", ""christian"", ""christian-living"", ""religion"", ""christian-books""]"
4937,"The Egypt Game (Game, #1)",Zilpha Keatley Snyder,1967,eng,3.81,26657,28206,22473.976104143032,faible,27,100,0,0,0,22473.976104143032,2,0,0,"[""to-read"", ""fiction"", ""young-adult"", ""childrens"", ""currently-reading"", ""favorites"", ""mystery"", ""children-s""]"
4938,Ellen Foster,Kaye Gibbons,1987,eng,3.75,23327,24511,22230.02471063339,faible,29,100,0,0,0,22230.02471063339,2,0,0,"[""to-read"", ""fiction"", ""currently-reading"", ""favorites"", ""oprah-s-book-club"", ""oprah"", ""books-i-own"", ""book-club""]"
4939,The Complete Stories,"Franz Kafka, Nahum N. Glatzer, John Updike, Willa Muir, Edwin Muir, Tania Stern, James Stern, Ernst Kaiser, Eithne Wilkins",1946,eng,4.34,18314,20541,22236.193831715933,faible,63,100,0,0,0,22236.193831715933,2,0,0,"[""to-read"", ""currently-reading"", ""fiction"", ""short-stories"", ""classics"", ""favorites"", ""literature"", ""owned""]"
4940,Veganomicon: The Ultimate Vegan Cookbook,"Isa Chandra Moskowitz, Terry Hope Romero",2007,,3.98,19359,19620,22274.88941419744,faible,69,100,0,0,0,22274.88941419744,2,0,0,"[""to-read"", ""cookbooks"", ""currently-reading"", ""cooking"", ""food"", ""vegan"", ""cookbook"", ""non-fiction""]"
4941,"Test of the Twins (Dragonlance: Legends, #3)","Margaret Weis, Tracy Hickman",1986,eng,4.16,21047,23195,21554.153636958243,faible,9,100,0,0,0,21554.153636958243,2,0,0,"[""to-read"", ""fantasy"", ""dragonlance"", ""fiction"", ""favorites"", ""owned"", ""default"", ""sci-fi-fantasy""]"
4942,Wise Blood,Flannery O'Connor,1952,en-US,3.88,18053,20326,22140.548251563545,faible,60,100,0,0,0,22140.548251563545,2,0,0,"[""to-read"", ""fiction"", ""currently-reading"", ""classics"", ""favorites"", ""southern-gothic"", ""literature"", ""1001-books""]"
4943,Kürk Mantolu Madonna,Sabahattin Ali,1943,tur,4.49,19806,21803,20862.73394635011,faible,2,100,0,0,0,20862.73394635011,2,0,0,"[""to-read"", ""favorites"", ""turkish-literature"", ""fiction"", ""turkish"", ""classics"", ""currently-reading"", ""روايات""]"
4944,"Running with the Demon (Word & Void, #1)",Terry Brooks,1997,eng,3.95,21209,22827,22235.054195747907,faible,40,100,0,0,0,22235.054195747907,2,0,0,"[""to-read"", ""fantasy"", ""currently-reading"", ""terry-brooks"", ""urban-fantasy"", ""fiction"", ""default"", ""owned""]"
4945,In His Steps,Charles M. Sheldon,1896,,4.15,18254,19339,21236.870314610536,faible,9,100,0,0,0,21236.870314610536,2,0,0,"[""to-read"", ""christian"", ""christian-fiction"", ""currently-reading"", ""classics"", ""favorites"", ""religious"", ""christianity""]"
4946,Lothaire (Immortals After Dark #12),Kresley Cole,2012,eng,4.43,30304,33113,22818.15299448411,faible,27,100,0,0,0,22818.15299448411,2,0,0,"[""to-read"", ""paranormal-romance"", ""paranormal"", ""favorites"", ""romance"", ""vampires"", ""kresley-cole"", ""currently-reading""]"
4947,"Knuffle Bunny Too: A Case of Mistaken Identity (Knuffle Bunny, #2)",Mo Willems,2007,en-US,4.28,23396,23497,21591.892948540262,faible,7,100,0,0,0,21591.892948540262,2,0,0,"[""to-read"", ""picture-books"", ""childrens"", ""children-s-books"", ""picture-book"", ""caldecott"", ""children"", ""children-s""]"
4948,"The Whole Truth (A. Shaw, #1)",David Baldacci,2008,eng,4.0,19171,22924,21854.460945209135,faible,23,100,0,0,0,21854.460945209135,2,0,0,"[""to-read"", ""currently-reading"", ""david-baldacci"", ""default"", ""fiction"", ""baldacci"", ""thriller"", ""owned""]"
4949,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs","Elissa Wall, Lisa Pulitzer",2008,,3.89,19468,21574,22369.55661651019,faible,72,100,0,0,0,22369.55661651019,2,0,0,"[""to-read"", ""memoir"", ""nonfiction"", ""non-fiction"", ""currently-reading"", ""autobiography"", ""polygamy"", ""true-crime""]"
4950,Out of the Easy,Ruta Sepetys,2013,eng,4.05,25913,28925,23240.136812762743,faible,126,100,0,0,0,23240.136812762743,2,0,0,"[""to-read"", ""historical-fiction"", ""young-adult"", ""ya"", ""favorites"", ""currently-reading"", ""historical"", ""mystery""]"
4951,Batman: The Man Who Laughs,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",2005,eng,4.09,16933,17748,21203.236700004112,faible,12,100,0,0,0,21203.236700004112,2,0,0,"[""to-read"", ""comics"", ""graphic-novels"", ""batman"", ""dc"", ""graphic-novel"", ""dc-comics"", ""currently-reading""]"
4952,"Midnight (Warriors: The New Prophecy, #1)",Erin Hunter,2005,eng,4.26,24650,25744,21884.831502302535,faible,10,100,0,0,0,21884.831502302535,2,0,0,"[""to-read"", ""warriors"", ""currently-reading"", ""fantasy"", ""favorites"", ""animals"", ""books-i-own"", ""owned""]"
4953,The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers,Ben Horowitz,2014,eng,4.2,19492,22549,22217.238923695062,faible,46,100,0,0,0,22217.238923695062,2,0,0,"[""to-read"", ""currently-reading"", ""entrepreneurship"", ""business"", ""management"", ""non-fiction"", ""leadership"", ""startup""]"
4954,"The Fallen Star (Fallen Star, #1)",Jessica Sorensen,2011,,3.91,19786,25948,22156.627466543847,faible,33,100,0,0,0,22156.627466543847,2,0,0,"[""to-read"", ""currently-reading"", ""paranormal"", ""young-adult"", ""kindle"", ""fantasy"", ""favorites"", ""romance""]"
4955,"The Illearth War (The Chronicles of Thomas Covenant the Unbeliever, #2)",Stephen R. Donaldson,1977,,3.99,20039,21986,21382.760273781838,faible,8,100,0,0,0,21382.760273781838,2,0,0,"[""to-read"", ""fantasy"", ""owned"", ""sci-fi-fantasy"", ""currently-reading"", ""default"", ""fiction"", ""epic-fantasy""]"
4956,My Booky Wook,Russell Brand,2007,en-GB,3.42,16553,20083,21744.19573772128,faible,37,100,0,0,0,21744.19573772128,2,0,0,"[""to-read"", ""non-fiction"", ""biography"", ""memoir"", ""currently-reading"", ""autobiography"", ""nonfiction"", ""books-i-own""]"
4957,"Shadow Spell (The Cousins O'Dwyer Trilogy, #2)",Nora Roberts,2014,en-US,4.0,17155,25364,21780.771442729332,faible,22,100,0,0,0,21780.771442729332,2,0,0,"[""to-read"", ""currently-reading"", ""romance"", ""nora-roberts"", ""fantasy"", ""paranormal"", ""paranormal-romance"", ""fiction""]"
4958,Just My Type: A Book About Fonts,Simon Garfield,2010,en-US,3.79,22046,23329,22584.85852941691,faible,74,100,0,0,0,22584.85852941691,2,0,0,"[""to-read"", ""non-fiction"", ""currently-reading"", ""nonfiction"", ""design"", ""art"", ""history"", ""typography""]"
4959,"Promises in Death (In Death, #28)",J.D. Robb,2009,eng,4.4,24115,26149,22275.067450299583,faible,23,100,0,0,0,22275.067450299583,2,0,0,"[""to-read"", ""mystery"", ""j-d-robb"", ""jd-robb"", ""in-death"", ""in-death-series"", ""crime"", ""fiction""]"
4960,Love Is a Dog from Hell,Charles Bukowski,1977,eng,4.16,19471,20725,22024.85371839021,faible,36,100,0,0,0,22024.85371839021,2,0,0,"[""to-read"", ""currently-reading"", ""favorites"", ""poetry"", ""fiction"", ""to-buy"", ""bukowski"", ""books-i-own""]"
4961,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,2015,eng,4.31,20185,25264,23188.69951070555,faible,245,100,0,0,0,23188.69951070555,2,0,0,"[""to-read"", ""fantasy"", ""currently-reading"", ""fiction"", ""science-fiction"", ""favorites"", ""sci-fi"", ""dystopia""]"
4962,The Zombie Room,R.D. Ronald,2012,eng,3.61,14302,17539,22234.408152493546,faible,171,100,0,0,0,22234.408152493546,2,0,0,"[""to-read"", ""currently-reading"", ""thriller"", ""mystery"", ""fiction"", ""crime"", ""to-buy"", ""contemporary""]"
4963,The Analyst,John Katzenbach,2002,eng,4.12,11685,21018,20712.534132053355,faible,8,100,0,0,0,20712.534132053355,2,0,0,"[""to-read"", ""currently-reading"", ""favorites"", ""thriller"", ""mystery"", ""fiction"", ""default"", ""owned""]"
4964,Shades of Grey,Jasper Fforde,2009,eng,4.14,22788,26840,22910.548494499184,faible,98,100,0,0,0,22910.548494499184,2,0,0,"[""to-read"", ""fantasy"", ""currently-reading"", ""fiction"", ""favorites"", ""dystopia"", ""science-fiction"", ""dystopian""]"
4965,"That Was Then, This Is Now",S.E. Hinton,1971,en-US,3.89,22946,24028,21790.219034891732,faible,12,100,0,0,0,21790.219034891732,2,0,0,"[""to-read"", ""young-adult"", ""currently-reading"", ""fiction"", ""favorites"", ""ya"", ""classics"", ""books-i-own""]"
4966,"The Mysterious Benedict Society and the Prisoner's Dilemma (The Mysterious Benedict Society, #3)","Trenton Lee Stewart, Del Roy",2009,,4.28,23448,26530,22470.748146392638,faible,37,100,0,0,0,22470.748146392638,2,0,0,"[""to-read"", ""favorites"", ""mystery"", ""fiction"", ""young-adult"", ""adventure"", ""books-i-own"", ""series""]"
4967,The Family Fang,Kevin    Wilson,2011,en-US,3.6,18214,20904,22169.637308043566,faible,63,100,0,0,0,22169.637308043566,2,0,0,"[""to-read"", ""fiction"", ""currently-reading"", ""book-club"", ""favorites"", ""humor"", ""contemporary"", ""kindle""]"
4968,The Pursuit of Happyness,Chris Gardner,2006,,4.17,18492,18833,21765.560209151095,faible,28,100,0,0,0,21765.560209151095,2,0,0,"[""to-read"", ""currently-reading"", ""non-fiction"", ""biography"", ""nonfiction"", ""memoir"", ""movies"", ""books-i-own""]"
4969,Min kamp 1 (Min kamp #1),Karl Ove Knausgård,2009,nor,4.08,7886,20208,20754.590432054352,faible,26,100,0,0,0,20754.590432054352,2,0,0,"[""to-read"", ""non-fiction"", ""biography"", ""norwegian"", ""contemporary"", ""owned"", ""scandinavian"", ""currently-reading""]"
4970,"A Red Herring Without Mustard (Flavia de Luce, #3)",Alan Bradley,2011,eng,4.07,26160,29493,22918.551106012743,faible,62,100,0,0,0,22918.551106012743,2,0,0,"[""to-read"", ""mystery"", ""fiction"", ""currently-reading"", ""historical-fiction"", ""series"", ""mysteries"", ""young-adult""]"
4971,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,Doris Kearns Goodwin,1994,eng,4.2,26004,27103,22976.21552274697,faible,79,100,0,0,0,22976.21552274697,2,0,0,"[""to-read"", ""currently-reading"", ""history"", ""biography"", ""non-fiction"", ""nonfiction"", ""american-history"", ""presidents""]"
4972,Straight Man,Richard Russo,1997,eng,4.02,19358,20378,22206.429072129544,faible,56,100,0,0,0,22206.429072129544,2,0,0,"[""to-read"", ""fiction"", ""currently-reading"", ""favorites"", ""humor"", ""book-club"", ""contemporary"", ""academia""]"
4973,The Moviegoer,Walker Percy,1961,en-CA,3.7,18655,20094,22262.65542263007,faible,75,100,0,0,0,22262.65542263007,2,0,0,"[""to-read"", ""fiction"", ""currently-reading"", ""classics"", ""favorites"", ""literature"", ""novels"", ""national-book-award""]"
4974,The Cherry Orchard,"Anton Chekhov, Tom    Murphy",1904,eng,3.68,18914,22768,21840.82510601783,faible,25,100,0,0,0,21840.82510601783,2,0,0,"[""plays"", ""classics"", ""drama"", ""russian"", ""fiction"", ""to-read"", ""currently-reading"", ""russian-literature""]"
4975,"11 Birthdays (Willow Falls, #1)",Wendy Mass,2009,eng,4.18,22339,23427,21982.176757692563,faible,19,100,0,0,0,21982.176757692563,2,0,0,"[""to-read"", ""currently-reading"", ""favorites"", ""fantasy"", ""middle-grade"", ""realistic-fiction"", ""fiction"", ""friendship""]"
4976,Unfinished Tales of Númenor and Middle-Earth,"J.R.R. Tolkien, Christopher Tolkien",1980,,3.93,18402,23250,22242.13113913411,faible,56,100,0,0,0,22242.13113913411,2,0,0,"[""to-read"", ""fantasy"", ""currently-reading"", ""tolkien"", ""fiction"", ""owned"", ""books-i-own"", ""favorites""]"
4977,"Sisterhood Everlasting (Sisterhood, #5)",Ann Brashares,2011,eng,3.9,25849,29366,22936.4281760922,faible,69,100,0,0,0,22936.4281760922,2,0,0,"[""to-read"", ""young-adult"", ""fiction"", ""favorites"", ""chick-lit"", ""currently-reading"", ""series"", ""ya""]"
4978,Infinity Welcomes Careful Drivers (Red Dwarf #1),Grant Naylor,1989,eng,4.03,19773,20281,22451.857309552113,faible,88,100,0,0,0,22451.857309552113,2,0,0,"[""to-read"", ""sci-fi"", ""humor"", ""science-fiction"", ""humour"", ""comedy"", ""favorites"", ""scifi""]"
4979,Coyote Blue,Christopher Moore,1994,en-US,3.75,19901,21556,22230.547328111013,faible,53,100,0,0,0,22230.547328111013,2,0,0,"[""to-read"", ""fiction"", ""humor"", ""fantasy"", ""currently-reading"", ""comedy"", ""christopher-moore"", ""favorites""]"
4980,فوضى الحواس,"أحلام مستغانمي, Ahlam Mosteghanemi",1997,ara,3.83,16337,16858,21573.7909508429,faible,33,100,0,0,0,21573.7909508429,2,0,0,"[""to-read"", ""currently-reading"", ""روايات"", ""favorites"", ""أحلام-مستغانمي"", ""owned"", ""to-buy"", ""روايات-عربية""]"
4981,Orthodoxy,G.K. Chesterton,1908,eng,4.23,18303,21429,22589.028326592048,faible,123,100,0,0,0,22589.028326592048,2,0,0,"[""to-read"", ""religion"", ""christian"", ""christianity"", ""currently-reading"", ""kindle"", ""catholic"", ""theology""]"
4982,Fancy Nancy,"Jane O'Connor, Robin Preiss Glasser",2005,,4.15,21619,21741,21664.724510373762,faible,12,100,0,0,0,21664.724510373762,2,0,0,"[""to-read"", ""picture-books"", ""childrens"", ""children-s-books"", ""children"", ""picture-book"", ""children-s"", ""kids""]"
4983,The Heart of the Matter,Graham Greene,1948,eng,3.98,19149,21135,22489.539754275524,faible,97,100,0,0,0,22489.539754275524,2,0,0,"[""to-read"", ""classics"", ""africa"", ""favorites"", ""literature"", ""fiction"", ""1001-books"", ""owned""]"
4984,"The Long Haul (Diary of a Wimpy Kid, #9)",Jeff Kinney,2014,eng,4.33,21822,27595,22074.42406669082,faible,18,100,0,0,0,22074.42406669082,2,0,0,"[""to-read"", ""currently-reading"", ""diary-of-a-wimpy-kid"", ""humor"", ""favorites"", ""fiction"", ""middle-grade"", ""childrens""]"
4985,"Talking to Dragons (Enchanted Forest Chronicles, #4)","Patricia C. Wrede, Peter de Sève",1985,en-US,4.19,27948,29038,22371.065945136834,faible,17,100,0,0,0,22371.065945136834,2,0,0,"[""to-read"", ""fantasy"", ""young-adult"", ""dragons"", ""favorites"", ""ya"", ""fiction"", ""series""]"
4986,Sail,"James Patterson, Howard Roughan",2008,eng,3.8,20932,22384,21899.562772618054,faible,22,100,0,0,0,21899.562772618054,2,0,0,"[""to-read"", ""james-patterson"", ""currently-reading"", ""mystery"", ""fiction"", ""thriller"", ""default"", ""patterson""]"
4987,The Sleeper and the Spindle,"Neil Gaiman, Chris Riddell",2014,eng,3.9,20889,24708,22497.81083011511,faible,63,100,0,0,0,22497.81083011511,2,0,0,"[""fantasy"", ""to-read"", ""graphic-novels"", ""fairy-tales"", ""young-adult"", ""fiction"", ""currently-reading"", ""favorites""]"
4988,A Fall of Marigolds,Susan Meissner,2014,,4.04,17015,21299,22505.059771214677,faible,130,100,0,0,0,22505.059771214677,2,0,0,"[""to-read"", ""currently-reading"", ""historical-fiction"", ""book-club"", ""fiction"", ""favorites"", ""historical"", ""kindle""]"
4989,"Beauty's Punishment (Sleeping Beauty, #2)","A.N. Roquelaure, Anne Rice",1984,en-US,3.62,20867,23229,21928.753372756277,faible,23,100,0,0,0,21928.753372756277,2,0,0,"[""fiction"", ""erotica"", ""romance"", ""adult"", ""favorites"", ""series"", ""owned"", ""erotic""]"
4990,"The Negotiator (O'Malley, #1)",Dee Henderson,2000,eng,4.32,20278,21499,21758.64182643028,faible,17,100,0,0,0,21758.64182643028,2,0,0,"[""to-read"", ""christian-fiction"", ""christian"", ""fiction"", ""currently-reading"", ""favorites"", ""romance"", ""mystery""]"
4991,Can Love Happen Twice?,Ravinder Singh,2011,eng,3.31,15668,16172,20479.92514803816,faible,4,100,0,0,0,20479.92514803816,2,0,0,"[""to-read"", ""currently-reading"", ""romance"", ""fiction"", ""indian-authors"", ""love"", ""ravinder-singh"", ""my-books""]"
4992,"A Lion Among Men (The Wicked Years, #3)","Gregory Maguire, Douglas Smith",2008,en-US,3.29,21794,23726,22597.14380120217,faible,84,100,0,0,0,22597.14380120217,2,0,0,"[""to-read"", ""fantasy"", ""fiction"", ""owned"", ""books-i-own"", ""series"", ""currently-reading"", ""gregory-maguire""]"
